URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/annuaire/ValueSet/as-vs-intern-id-systems,1.0.0-ballot-3,active,,AsVSInterneIdSystems,Internal Id Systems VS,"Systèmes des identifiants internes","StructureDefinition/as-dp-practitioner","Internal"
https://interop.esante.gouv.fr/ig/fhir/annuaire/ValueSet/type-systeme-information-vs,1.0.0-ballot-3,active,,TypeSystemeInformationVS,Type de système d'information,"Type de système d'information pouvant alimenter l'annuaire santé.","StructureDefinition/as-ext-data-trace","Internal"
https://mos.esante.gouv.fr/NOS/JDV_J100-FinessStatutJuridique-RASS/FHIR/JDV-J100-FinessStatutJuridique-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.168",JDV_J100-FinessStatutJuridique-RASS,null,"Statut juridique FINESS dans le RASS","StructureDefinition/as-organization","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J103-TypeVoie-RASS/FHIR/JDV-J103-TypeVoie-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.171",JDV_J103-TypeVoie-RASS,null,"Type de voie du professionnel du RASS","StructureDefinition/as-address-extended","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J105-EnsembleDiplome-RASS/FHIR/JDV-J105-EnsembleDiplome-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.173",JDV_J105-EnsembleDiplome-RASS,null,"Ensemble des diplômes et qualifications du RASS","StructureDefinition/as-practitioner","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J106-EnsembleProfession-RASS/FHIR/JDV-J106-EnsembleProfession-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.174",JDV_J106-EnsembleProfession-RASS,null,"Ensemble des professions du RASS","StructureDefinition/as-practitioner,StructureDefinition/as-ext-practitioner-authorization","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J107-EnsembleSavoirFaire-RASS/FHIR/JDV-J107-EnsembleSavoirFaire-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.175",JDV_J107-EnsembleSavoirFaire-RASS,null,"Ensemble des savoir-faire et compétences du RASS","StructureDefinition/as-practitioner","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J108-EnsembleFonction-RASS/FHIR/JDV-J108-EnsembleFonction-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.176",JDV_J108-EnsembleFonction-RASS,null,"Ensemble des fonctions et rôles du RASS","StructureDefinition/as-practitionerrole","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J128-TypeCarte-RASS/FHIR/JDV-J128-TypeCarte-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.214",JDV_J128-TypeCarte-RASS,null,"Type de carte dans le RASS","StructureDefinition/as-ext-smartcard","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J130-CNAMAmeliSecteurConventionnement-RASS/FHIR/JDV-J130-CNAMAmeliSecteurConventionnement-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.216",JDV_J130-CNAMAmeliSecteurConventionnement-RASS,null,"Secteur de conventionnement du professionnel libéral","StructureDefinition/as-ext-practitionerrole-contracted","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J131-CategorieActiviteSanitaireRegulee-RASS/FHIR/JDV-J131-CategorieActiviteSanitaireRegulee-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.217",JDV_J131-CategorieActiviteSanitaireRegulee-RASS,null,"Catégorie des activités sanitaires régulées dans le RASS","StructureDefinition/as-healthcareservice-healthcare-activity","ans.fr.nos"
